Ticker,Description,Last,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
XOM,Exxon Mobil Corporation,84.09,8.02929085,6.25,Strong Buy,189563913,15940429444.17,356002779280.6003,15.03720335,5.3893,63000,Energy Minerals
KO,Coca-Cola Company (The),62.57,-0.44550517,-0.28,Buy,97496746,6100371397.22,270302405281.44083,27.74717953,2.2645,79000,Consumer Non-Durables
CSCO,"Cisco Systems, Inc.",56.51,0.83868665,0.47,Neutral,93854449,5303714912.99,234752030636.3011,20.06154066,2.8095,79500,Technology Services
VZ,Verizon Communications Inc.,55.11,1.82926829,0.99,Buy,130494734,7191564790.74,231342065140.43857,10.27675416,5.3211,118400,Communications
ORCL,Oracle Corporation,76.49,0.18336608,0.14,Neutral,43558654,3331801444.4599996,204262492673.19092,22.7252926,3.5647,132000,Technology Services
MRK,"Merck & Company, Inc.",77.83,1.97851153,1.51,Buy,54039675,4205907905.25,196733494290.92908,15.00184728,5.1583,68000,Health Technology
NEE,"NextEra Energy, Inc.",80.21,3.9528253,3.05,Buy,56336851,4518778818.71,157431777887.44788,43.51836509,1.8209,15000,Utilities
MS,Morgan Stanley,86.36,-8.66208355,-8.19,Sell,78463081,6776071675.16,154965417068.46432,10.92919307,8.1608,74814,Finance
BMY,Bristol-Myers Squibb Company,69.36,0.81395349,0.56,Buy,76710632,5320649435.52,153954579914.78513,22.15774287,3.1515,32200,Health Technology
SCHW,Charles Schwab Corporation (The),79.23,-7.60349854,-6.52,Sell,47545236,3767009048.28,149586440918.87698,28.56586678,2.8403,33400,Finance
C,"Citigroup, Inc.",56.59,-8.69635366,-5.39,Strong Sell,268102822,15171938696.980001,112297195299.7454,5.71241623,10.1506,223400,Finance
SBUX,Starbucks Corporation,90.03,-2.75437459,-2.55,Sell,40180914,3617487687.42,103561512014.77055,24.68712914,3.7315,383000,Consumer Services
GE,General Electric Company,89.14,-7.50233475,-7.23,Sell,30558878,2724018384.92,97993550879.05289,,-1.1493,168000,Producer Manufacturing
MO,"Altria Group, Inc.",53.49,3.9044289,2.01,Strong Buy,51909174,2776621717.26,97521662650.84447,39.92341192,1.3361,6000,Consumer Non-Durables
MU,"Micron Technology, Inc.",81.91,-9.08990011,-8.19,Neutral,116784505,9565818804.55,91720942542.9732,13.77680282,6.569,43000,Electronic Technology
MDLZ,"Mondelez International, Inc.",63.83,-4.3888556,-2.93,Neutral,41599165,2655274701.95,88616981426.24896,21.32041386,3.0645,79000,Consumer Non-Durables
BAM,Brookfield Asset Management Inc.,54,-1.49580445,-0.82,Neutral,7784955,420387570,84687174255.75209,22.67408027,2.49339428,,Finance
USB,U.S. Bancorp,55.25,-3.64492501,-2.09,Sell,47787552,2640262248,81985572769.24612,11.03922837,5.1044,68796,Finance
TFC,Truist Financial Corporation,58.96,-6.3681118,-4.01,Sell,36333358,2142214787.68,78305982714.01752,13.54131723,4.5128,52641,Finance
GILD,"Gilead Sciences, Inc.",61.86,1.21073298,0.74,Sell,60935348,3769460627.28,77565431271.02188,12.50557289,4.9572,14400,Health Technology
TJX,"TJX Companies, Inc. (The)",62.54,-6.34920635,-4.24,Sell,36210505,2264604982.7,74602615220.70645,24.31182477,,,Retail Trade
SO,Southern Company (The),67.58,3.90528905,2.54,Strong Buy,33598957,2270617514.06,71650120989.53825,29.44959418,2.2634,27300,Utilities
D,"Dominion Energy, Inc.",82.7,3.7771364,3.01,Strong Buy,17474672,1445155374.4,67025332544.19722,20.27682182,3.9842,17100,Utilities
CL,Colgate-Palmolive Company,77.36,-0.99820834,-0.78,Sell,20276185,1568565671.6,65202776241.58138,30.33271936,2.5611,33800,Consumer Non-Durables
ATVI,"Activision Blizzard, Inc",81.43,-0.01227898,-0.01,Buy,40886014,3329348120.0200005,63453094916.57068,23.6464922,3.4715,9800,Consumer Durables
SCCO,Southern Copper Corporation,76.6,11.35339439,7.81,Strong Buy,7167788,549052560.8,59219460772.822,17.12068455,4.3941,,Non-Energy Minerals
NEM,Newmont Corporation,74.28,9.39617084,6.38,Strong Buy,56020626,4161212099.28,58867072534.95246,48.66427981,1.4553,31000,Non-Energy Minerals
NTES,"NetEase, Inc.",85.5,-14.2599278,-14.22,Sell,17625175,1506952462.5,55709702725.97601,22.25193489,3.9385,,Technology Services
FIS,"Fidelity National Information Services, Inc.",90.47,-6.67423148,-6.47,Strong Sell,23528706,2128642031.82,55149669380.36366,137.28888889,0.6858,65000,Technology Services
EMR,Emerson Electric Company,91.58,-1.33591898,-1.24,Sell,16320181,1494602175.98,54398520712.24522,20.32796895,4.6155,86700,Producer Manufacturing
MRVL,"Marvell Technology, Inc.",63.41,-7.76727273,-5.34,Sell,79962611,5070429163.509999,53505354721.54739,,-0.5148,5340,Electronic Technology
MET,"MetLife, Inc.",63.98,-6.68028005,-4.58,Neutral,29618444,1894988047.12,52788504311.62529,9.10670552,7.3821,43000,Finance
CNC,Centene Corporation,86.05,3.02921456,2.53,Strong Buy,10604699,912534348.95,50155605216.13824,37.36447774,2.3113,72500,Health Services
AEP,"American Electric Power Company, Inc.",96.33,7.67940979,6.87,Strong Buy,21555829,2076473007.57,48573287127.13567,,4.9707,,Utilities
AIG,"American International Group, Inc. New",57.48,-8.99303357,-5.68,Neutral,32244664,1853423286.7199996,46832282452.56878,5.63074399,11.076,36600,Finance
CTSH,Cognizant Technology Solutions Corporation,88.88,0.95411177,0.84,Strong Buy,18473416,1641917214.08,46620652300.26431,21.71111111,4.0577,330600,Technology Services
ADM,Archer-Daniels-Midland Company,82.8,4.94296578,3.9,Strong Buy,20809413,1723019396.3999999,46547391750.31856,17.10259889,4.8153,41000,Process Industries
APH,Amphenol Corporation,76.23,-0.80676643,-0.62,Neutral,12379722,943706208.06,45657178139.79925,30.03106934,2.6608,90000,Electronic Technology
JCI,Johnson Controls International plc,62.92,-3.83616078,-2.51,Sell,25177012,1584137595.04,44209283633.01237,29.5808164,2.2006,101000,Producer Manufacturing
MPC,Marathon Petroleum Corporation,77.73,1.55474262,1.19,Buy,34905342,2713192233.6600003,43934004291.81932,28.24444201,2.7592,17700,Energy Minerals
DOW,Dow Inc.,58.83,-1.37468567,-0.82,Neutral,30991812,1823248299.96,43284005999.36753,7.11763724,8.4449,35700,Process Industries
BAX,Baxter International Inc.,86.02,-0.27822861,-0.24,Strong Buy,13316530,1145487910.6,43207300163.26564,33.70657593,2.5576,60000,Health Technology
SYY,Sysco Corporation,84.96,-2.62464183,-2.29,Buy,14734568,1251848897.28,43112738743.37528,57.14285714,1.534,58000,Distribution Services
MNST,Monster Beverage Corporation,81.32,-3.84297032,-3.25,Sell,16135202,1312114626.6399999,43044545413.62448,32.4066874,2.6051,4092,Consumer Non-Durables
GIS,"General Mills, Inc.",68.12,0.19120459,0.13,Buy,20931889,1425880278.68,41090436001.69387,18.80301862,3.6577,35000,Consumer Non-Durables
DVN,Devon Energy Corporation,59.57,7.91666667,4.37,Strong Buy,89234963,5315726745.91,39566393701.39083,14.18448263,4.1613,1600,Energy Minerals
AFL,AFLAC Incorporated,60.1,-2.98627926,-1.85,Buy,16238492,975933369.2,39193134246.54186,9.58425399,6.4107,12447,Finance
XEL,Xcel Energy Inc.,71.26,5.99434776,4.03,Strong Buy,18351891,1307755752.66,38780669936.03791,23.3578862,2.962,11321,Utilities
DD,"DuPont de Nemours, Inc.",74.39,-4.71371846,-3.68,Sell,19024349,1415221322.11,38155186442.43088,7.02968577,10.9662,28000,Process Industries
MCHP,Microchip Technology Incorporated,67.76,-6.08454608,-4.39,Sell,30948903,2097097667.2800004,37673931866.56663,40.54498473,1.7503,19500,Electronic Technology
CTVA,"Corteva, Inc.",51.48,-0.69444444,-0.36,Buy,21961538,1130579976.24,37427041211.89751,21.80925369,2.3816,21000,Process Industries
PSX,Phillips 66,84.3,-0.46050301,-0.39,Buy,21533882,1815306252.6,36937755285.50964,28.08988764,2.9631,14000,Energy Minerals
TTD,"The Trade Desk, Inc.",75.66,-9.53007294,-7.97,Sell,22023787,1666319724.4199998,36682435897.88294,115.60221639,0.2891,1967,Commercial Services
APO,"Apollo Global Management, Inc. (New)",63.48,-3.3348561,-2.19,Neutral,19016502,1207167546.96,36242073959.53167,7.55222344,8.5498,1729,Finance
VLO,Valero Energy Corporation,85.98,1.30788264,1.11,Buy,26184795,2251368674.1,35191926214.93883,37.22915008,2.2642,9813,Energy Minerals
PEG,Public Service Enterprise Group Incorporated,67.6,4.20841683,2.73,Strong Buy,12606937,852228941.1999999,33940469340.968468,,-1.2857,12684,Utilities
TSN,"Tyson Foods, Inc.",93.51,0.14994109,0.14,Strong Buy,16744601,1565787639.51,33239505936.010384,9.23694001,10.4049,137000,Consumer Non-Durables
OTIS,Otis Worldwide Corporation,77.96,-0.7005477,-0.55,Sell,16333878,1273389128.8799999,33130064256.59762,27.40740741,2.9142,70000,Producer Manufacturing
BF.A,Brown Forman Inc,64.89,5.05099563,3.12,Neutral,186900,12127941,32719150584.262314,40.21057909,1.6021,4700,Consumer Non-Durables
EBAY,eBay Inc.,55.66,1.94139194,1.06,Sell,41517056,2310839336.96,32701859180.51194,,-3.4382,10800,Retail Trade
KKR,KKR & Co. Inc.,55.89,-8.39206687,-5.12,Sell,17591017,983161940.13,32696167820.1729,7.86357821,7.8503,3238,Finance
GFS,GlobalFoundries Inc.,60.69,6.41767491,3.66,Strong Buy,10774116,653881100.04,32450054489.85211,,,,Electronic Technology
ED,"Consolidated Edison, Inc.",89.88,4.5845939,3.94,Strong Buy,9745134,875892643.92,31825644858.81345,22.93961754,3.8576,13871,Utilities
