,0
0,GMED
1,GMFI
2,GMFIU
3,GMGI
4,GMRE
5,GMRE^A
6,GMS
7,GMTX
8,GMVD
9,GMVDW
10,GNAC
11,GNACU
12,GNACW
13,GNCA
14,GNE
15,GNE^A
16,GNFT
17,GNK
18,GNL
19,GNL^A
20,GNL^B
21,GNLN
22,GNPX
23,GNRC
24,GNS
25,GNSS
26,GNT
27,GNT^A
28,GNTA
29,GNTX
30,GNTY
31,GNUS
32,GNW
33,GO
34,GOAC
35,GOBI
36,GOCO
37,GOED
38,GOEV
39,GOEVW
40,GOF
41,GOGL
42,GOGN
43,GOGO
44,GOL
45,GOLD
46,GOLF
47,GOOD
48,GOODN
49,GOODO
50,GOOG
51,GOOGL
52,GOOS
53,GORO
54,GOSS
55,GOTU
56,GOVX
57,GOVXW
58,GP
59,GPAC
60,GPACU
61,GPACW
62,GPC
63,GPCO
64,GPCOR
65,GPCOU
66,GPCOW
67,GPI
68,GPJA
69,GPK
70,GPL
71,GPMT
72,GPMT^A
73,GPN
74,GPOR
75,GPP
76,GPRE
77,GPRK
78,GPRO
79,GPS
80,GRAB
81,GRABW
82,GRAY
83,GRBK
84,GRBK^A
85,GRC
86,GRCL
87,GRCY
88,GRCYW
89,GREE
90,GREEL
91,GRF
92,GRFS
93,GRIL
94,GRIN
95,GRMN
96,GRNA
97,GRNAW
98,GRNQ
99,GROM
100,GROMW
101,GROW
102,GROY
103,GRPH
104,GRPN
105,GRTS
106,GRTX
107,GRVI
108,GRVY
109,GRWG
110,GRX
111,GS
112,GS^A
113,GS^C
114,GS^D
115,GS^J
116,GS^K
117,GSAQ
118,GSAQU
119,GSAQW
120,GSAT
121,GSBC
122,GSBD
123,GSEV
124,GSEVU
125,GSEVW
126,GSHD
127,GSIT
128,GSK
129,GSL
130,GSL^B
131,GSLD
132,GSM
133,GSMG
134,GSMGW
135,GSQB
136,GSQD
137,GSRM
138,GSRMR
139,GSRMU
140,GSRMW
141,GSV
142,GT
143,GTAC
144,GTACW
145,GTBP
146,GTE
147,GTEC
148,GTES
149,GTH
150,GTHX
151,GTIM
152,GTLB
153,GTLS
154,GTN
155,GTPA
156,GTPAU
157,GTPAW
158,GTPB
159,GTPBU
160,GTPBW
161,GTX
162,GTXAP
163,GTY
164,GTYH
165,GUG
166,GURE
167,GUT
168,GUT^C
169,GVA
170,GVCI
171,GVCIW
172,GVP
173,GWH
174,GWII
175,GWIIW
176,GWRE
177,GWRS
178,GWW
179,GXII
180,GXIIU
181,GXO
182,GYRO
183,H
184,HA
185,HAAC
186,HAACU
187,HAACW
188,HAE
189,HAFC
190,HAIA
191,HAIAU
192,HAIAW
193,HAIN
194,HAL
195,HALL
196,HALO
197,HAPP
198,HARP
199,HAS
200,HASI
201,HAYN
202,HAYW
203,HBAN
204,HBANM
205,HBANP
206,HBB
207,HBCP
208,HBI
209,HBIO
210,HBM
211,HBNC
212,HBT
213,HCA
214,HCAR
215,HCARU
216,HCARW
217,HCAT
218,HCC
219,HCCI
220,HCDI
221,HCDIP
222,HCDIW
223,HCDIZ
224,HCI
225,HCIC
226,HCICU
227,HCICW
228,HCII
229,HCIIU
230,HCIIW
231,HCKT
232,HCM
233,HCMA
234,HCNE
235,HCNEW
236,HCP
237,HCSG
238,HCTI
239,HCVI
240,HCVIU
241,HCVIW
242,HCWB
243,HCXY
244,HD
245,HDB
246,HDSN
247,HE
248,HEAR
249,HEES
250,HEI
251,HEI/A
252,HELE
253,HEP
254,HEPA
255,HEPS
256,HEQ
257,HERA
258,HERAU
259,HERAW
260,HES
261,HESM
262,HEXO
263,HFBL
264,HFFG
265,HFRO
266,HFRO^A
267,HFWA
268,HGBL
269,HGEN
270,HGLB
271,HGTY
272,HGV
273,HHC
274,HHGC
275,HHGCR
276,HHGCW
277,HHLA
278,HHS
279,HI
280,HIBB
281,HIE
282,HIFS
283,HIG
284,HIG^G
285,HIGA
286,HIHO
287,HII
288,HIII
289,HIIIU
290,HIIIW
291,HIL
292,HILS
293,HIMS
294,HIMX
295,HIO
296,HIPO
297,HITI
298,HIVE
299,HIW
300,HIX
301,HL
302,HLAH
303,HLAHU
304,HLAHW
305,HLBZ
306,HLBZW
307,HLF
308,HLG
309,HLGN
310,HLI
311,HLIO
312,HLIT
313,HLLY
314,HLMN
315,HLNE
316,HLT
317,HLTH
318,HLVX
319,HLX
320,HMA
321,HMC
322,HMCO
323,HMCOU
324,HMCOW
325,HMLP
326,HMLP^A
327,HMN
328,HMNF
329,HMPT
330,HMST
331,HMTV
332,HMY
333,HNGR
334,HNI
335,HNNA
336,HNNAZ
337,HNP
338,HNRG
339,HNST
340,HNVR
341,HNW
342,HOFT
343,HOFV
344,HOFVW
345,HOG
346,HOLI
347,HOLX
348,HOMB
349,HON
350,HONE
351,HOOD
352,HOOK
353,HOPE
354,HORI
355,HORIU
356,HORIW
357,HOTH
358,HOUR
359,HOV
360,HOVNP
361,HOWL
362,HP
363,HPE
364,HPF
365,HPI
366,HPK
367,HPKEW
368,HPLTW
369,HPP
370,HPP^C
371,HPQ
372,HPS
373,HPX
374,HQH
375,HQI
376,HQL
377,HQY
378,HR
379,HRB
380,HRI
381,HRL
382,HRMY
383,HROW
384,HROWL
385,HRT
386,HRTG
387,HRTX
388,HRZN
389,HSAQ
390,HSBC
391,HSC
392,HSDT
393,HSIC
394,HSII
395,HSKA
396,HSON
397,HST
398,HSTM
399,HSTO
400,HSY
401,HT
402,HT^C
403,HT^D
404,HT^E
405,HTA
406,HTAQ
407,HTBI
408,HTBK
409,HTCR
410,HTD
411,HTFB
412,HTGC
413,HTGM
414,HTH
415,HTHT
416,HTIA
417,HTIBP
418,HTLD
419,HTLF
420,HTLFP
421,HTOO
422,HTOOW
423,HTPA
424,HTY
425,HTZ
426,HTZWW
427,HUBB
428,HUBG
429,HUBS
430,HUDI
431,HUGE
432,HUGS
433,HUIZ
434,HUM
435,HUMA
436,HUMAW
437,HUN
438,HURC
439,HURN
440,HUSA
441,HUSN
442,HUT
443,HUYA
444,HVBC
445,HVT
446,HVT/A
447,HWBK
448,HWC
449,HWCPZ
450,HWEL
451,HWELU
452,HWELW
453,HWKN
454,HWKZ
455,HWM
456,HWM^
457,HXL
458,HY
459,HYAC
460,HYACU
461,HYACW
462,HYB
463,HYFM
464,HYI
465,HYLN
