,0
0,SCCB
1,SCCC
2,SCCD
3,SCCE
4,SCCF
5,SCCO
6,SCD
7,SCE^G
8,SCE^H
9,SCE^J
10,SCE^K
11,SCE^L
12,SCHL
13,SCHN
14,SCHW
15,SCHW^D
16,SCHW^J
17,SCI
18,SCKT
19,SCL
20,SCLE
21,SCLEU
22,SCLEW
23,SCM
24,SCMA
25,SCOA
26,SCOAU
27,SCOAW
28,SCOB
29,SCOBU
30,SCOBW
31,SCOR
32,SCPH
33,SCPL
34,SCPS
35,SCRM
36,SCRMU
37,SCRMW
38,SCS
39,SCSC
40,SCTL
41,SCU
42,SCUA
43,SCVL
44,SCWX
45,SCX
46,SCYX
47,SD
48,SDAC
49,SDACU
50,SDACW
51,SDC
52,SDGR
53,SDH
54,SDHY
55,SDIG
56,SDPI
57,SE
58,SEAC
59,SEAL^A
60,SEAL^B
61,SEAS
62,SEAT
63,SEATW
64,SEB
65,SECO
66,SEDA
67,SEDG
68,SEE
69,SEED
70,SEEL
71,SEER
72,SEIC
73,SELB
74,SELF
75,SEM
76,SEMR
77,SENEA
78,SENEB
79,SENS
80,SERA
81,SES
82,SESN
83,SEV
84,SEVN
85,SF
86,SF^B
87,SF^C
88,SF^D
89,SFB
90,SFBC
91,SFBS
92,SFE
93,SFET
94,SFIX
95,SFL
96,SFM
97,SFNC
98,SFST
99,SFT
100,SFUN
101,SG
102,SGA
103,SGBX
104,SGC
105,SGEN
106,SGFY
107,SGH
108,SGHC
109,SGHL
110,SGHLU
111,SGHLW
112,SGHT
113,SGIIW
114,SGLB
115,SGLY
116,SGMA
117,SGML
118,SGMO
119,SGRP
120,SGRY
121,SGTX
122,SGU
123,SHAC
124,SHACW
125,SHAK
126,SHAP
127,SHBI
128,SHC
129,SHCA
130,SHCAU
131,SHCAW
132,SHCR
133,SHCRW
134,SHEL
135,SHEN
136,SHG
137,SHI
138,SHIP
139,SHLS
140,SHLX
141,SHO
142,SHO^H
143,SHO^I
144,SHOO
145,SHOP
146,SHPW
147,SHQA
148,SHQAU
149,SHQAW
150,SHUA
151,SHUAW
152,SHW
153,SHYF
154,SI
155,SI^A
156,SIBN
157,SID
158,SIDU
159,SIEB
160,SIEN
161,SIER
162,SIERU
163,SIERW
164,SIF
165,SIFY
166,SIG
167,SIGA
168,SIGI
169,SIGIP
170,SII
171,SILC
172,SILK
173,SILV
174,SIM
175,SIMO
176,SINT
177,SIOX
178,SIRE
179,SIRI
180,SISI
181,SITC
182,SITC^A
183,SITE
184,SITM
185,SIVB
186,SIVBP
187,SIX
188,SJ
189,SJI
190,SJIJ
191,SJIV
192,SJM
193,SJR
194,SJT
195,SJW
196,SKE
197,SKIL
198,SKIN
199,SKLZ
200,SKM
201,SKT
202,SKX
203,SKY
204,SKYA
205,SKYAU
206,SKYAW
207,SKYH
208,SKYT
209,SKYW
210,SKYX
211,SLAB
212,SLAC
213,SLAM
214,SLAMU
215,SLAMW
216,SLB
217,SLCA
218,SLCR
219,SLCRU
220,SLCRW
221,SLDB
222,SLDP
223,SLDPW
224,SLF
225,SLG
226,SLG^I
227,SLGC
228,SLGCW
